"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46247","Mileage Claim ","Surefire suite","Mon Sep 08 12:28:25 IST 2025","passed","Mon Sep 08 12:29:12 IST 2025","gettingStarted.Actingoffice.Test101","Surefire test","gettingStarted.Actingoffice.Test101","ExpenseClaims_CreateMileage_Test"
"","49363","Mileage Claim - Create with description field","Surefire suite","Mon Sep 08 12:37:01 IST 2025","passed","Mon Sep 08 12:37:50 IST 2025","gettingStarted.Actingoffice.Test103","Surefire test","gettingStarted.Actingoffice.Test103","ExpenseClaims_CreateMileageWithDescription_Test"
"","22777","Detect duplicate invoice Test","Surefire suite","Thu Sep 04 10:52:02 IST 2025","passed","Thu Sep 04 10:52:25 IST 2025","gettingStarted.Actingoffice.Test2","Surefire test","gettingStarted.Actingoffice.Test2","detectDuplicateInvoiceTest"
"","36741","Open Aged Debtors report (Test205)","Surefire suite","Tue Sep 09 16:30:17 IST 2025","passed","Tue Sep 09 16:30:54 IST 2025","gettingStarted.Actingoffice.Test205","Surefire test","gettingStarted.Actingoffice.Test205","openAgedDebtorsReport"
"","33189","Click first user and open reference in Users","Surefire suite","Tue Sep 09 13:39:54 IST 2025","passed","Tue Sep 09 13:40:27 IST 2025","gettingStarted.Actingoffice.Test182","Surefire test","gettingStarted.Actingoffice.Test182","openUserReferenceTest182"
"","19395","Logs Generation for Transactions","Surefire suite","Thu Sep 04 18:42:02 IST 2025","passed","Thu Sep 04 18:42:22 IST 2025","gettingStarted.Actingoffice.Test38","Surefire test","gettingStarted.Actingoffice.Test38","Logs_Generation_Test"
"","51741","Create payment with advance handling","Surefire suite","Fri Sep 05 13:34:07 IST 2025","passed","Fri Sep 05 13:34:59 IST 2025","gettingStarted.Actingoffice.Test65","Surefire test","gettingStarted.Actingoffice.Test65","Purchase_CreatePayment_Test"
"","45575","Add Fixed Asset with VAT, Account, Supplier, Description, Amount, and Rate (Test194)","Surefire suite","Tue Sep 09 15:47:31 IST 2025","passed","Tue Sep 09 15:48:17 IST 2025","gettingStarted.Actingoffice.Test194","Surefire test","gettingStarted.Actingoffice.Test194","addFixedAssetWithVAT"
"","40360","Edit user's UTR Test 177","Surefire suite","Tue Sep 09 13:23:08 IST 2025","passed","Tue Sep 09 13:23:48 IST 2025","gettingStarted.Actingoffice.Test177","Surefire test","gettingStarted.Actingoffice.Test177","editUserUTRTest177"
"","36823","Open Banking Logs","Surefire suite","Mon Sep 08 19:42:21 IST 2025","passed","Mon Sep 08 19:42:58 IST 2025","gettingStarted.Actingoffice.Test136","Surefire test","gettingStarted.Actingoffice.Test136","OpenLogs_Test"
"","41871","Edit user's phone number Test 174","Surefire suite","Tue Sep 09 13:08:50 IST 2025","passed","Tue Sep 09 13:09:32 IST 2025","gettingStarted.Actingoffice.Test174","Surefire test","gettingStarted.Actingoffice.Test174","editUserPhoneNumberTest174"
"","32468","Search for Reimbursement user under Expense Claims","Surefire suite","Tue Sep 09 11:34:46 IST 2025","passed","Tue Sep 09 11:35:19 IST 2025","gettingStarted.Actingoffice.Test153","Surefire test","gettingStarted.Actingoffice.Test153","SearchReimbursement_Test"
"","53265","Add attachment to Mileage Claim Test","Surefire suite","Mon Sep 08 12:57:40 IST 2025","passed","Mon Sep 08 12:58:34 IST 2025","gettingStarted.Actingoffice.Test105","Surefire test","gettingStarted.Actingoffice.Test105","MileageClaims_Attachment_Test"
"","33084","Import Purchases with unmapped column Test","Surefire suite","Thu Sep 04 19:32:46 IST 2025","passed","Thu Sep 04 19:33:19 IST 2025","gettingStarted.Actingoffice.Test44","Surefire test","gettingStarted.Actingoffice.Test44","Import_Purchases_UnmappedColumn_Test"
"","35426","Add a new Journal and continue creating next Journal using 'Save and New'","Surefire suite","Fri Sep 05 16:49:00 IST 2025","passed","Fri Sep 05 16:49:36 IST 2025","gettingStarted.Actingoffice.Test72","Surefire test","gettingStarted.Actingoffice.Test72","Journals_AddNewAndContinue_Test"
"","78567","Adding the vat return and sending it for review","Surefire suite","Wed Sep 10 11:14:20 IST 2025","passed","Wed Sep 10 11:15:38 IST 2025","gettingStarted.Actingoffice.Test124","Surefire test","gettingStarted.Actingoffice.Test124","Adding_the_vat_return"
"","42366","Add Fixed Asset without Purchase Date in Assets module (Test191)","Surefire suite","Tue Sep 09 14:24:55 IST 2025","passed","Tue Sep 09 14:25:37 IST 2025","gettingStarted.Actingoffice.Test191","Surefire test","gettingStarted.Actingoffice.Test191","addFixedAssetWithoutPurchaseDate"
"","37934","A new account should not be allowed if same name/code exists","Surefire suite","Fri Sep 05 16:03:11 IST 2025","passed","Fri Sep 05 16:03:49 IST 2025","gettingStarted.Actingoffice.Test69","Surefire test","gettingStarted.Actingoffice.Test69","AddAccountHead_Test"
"","45798","Update company settings and explain transaction","Surefire suite","Mon Sep 08 18:46:49 IST 2025","passed","Mon Sep 08 18:47:35 IST 2025","gettingStarted.Actingoffice.Test128","Surefire test","gettingStarted.Actingoffice.Test128","UpdateCompanyAndExplainTransaction_Test"
"","39746","Verifying Customer statement of accounts within date range","Surefire suite","Thu Sep 04 16:28:27 IST 2025","passed","Thu Sep 04 16:29:07 IST 2025","gettingStarted.Actingoffice.Test31","Surefire test","gettingStarted.Actingoffice.Test31","Verifying_Customer_statement_of_accounts"
"","67561","Add a new User with minimal data","Surefire suite","Tue Sep 09 12:46:03 IST 2025","passed","Tue Sep 09 12:47:10 IST 2025","gettingStarted.Actingoffice.Test169","Surefire test","gettingStarted.Actingoffice.Test169","addUserMinimalDataTest"
"","43019","Create Auto Reimbursement with User under Expense Claims","Surefire suite","Tue Sep 09 11:28:01 IST 2025","passed","Tue Sep 09 11:28:44 IST 2025","gettingStarted.Actingoffice.Test151","Surefire test","gettingStarted.Actingoffice.Test151","AutoReimbursement_Test"
"","29280","Create Refund Test","Surefire suite","Fri Sep 05 11:47:34 IST 2025","passed","Fri Sep 05 11:48:04 IST 2025","gettingStarted.Actingoffice.Test49","Surefire test","gettingStarted.Actingoffice.Test49","Create_Refund_Test"
"","38982","Delete a Refund","Surefire suite","Tue Sep 09 12:06:00 IST 2025","passed","Tue Sep 09 12:06:39 IST 2025","gettingStarted.Actingoffice.Test162","Surefire test","gettingStarted.Actingoffice.Test162","DeleteRefund_Test"
"","34304","Download Expense Claims report for a user","Surefire suite","Tue Sep 09 13:54:21 IST 2025","passed","Tue Sep 09 13:54:56 IST 2025","gettingStarted.Actingoffice.Test185","Surefire test","gettingStarted.Actingoffice.Test185","downloadExpenseClaimsTest185"
"","36136","Add a bank account","Surefire suite","Fri Sep 05 18:06:34 IST 2025","passed","Fri Sep 05 18:07:10 IST 2025","gettingStarted.Actingoffice.Test82","Surefire test","gettingStarted.Actingoffice.Test82","Banking_AddAccount_Test"
"","47829","Create Expense Claim Test","Surefire suite","Fri Sep 05 11:29:35 IST 2025","passed","Fri Sep 05 11:30:23 IST 2025","gettingStarted.Actingoffice.Test47","Surefire test","gettingStarted.Actingoffice.Test47","Create_ExpenseClaim_Test"
"","26576","Overpayment handling when invoice is unpaid","Surefire suite","Thu Sep 04 10:53:47 IST 2025","passed","Thu Sep 04 10:54:14 IST 2025","gettingStarted.Actingoffice.Test3","Surefire test","gettingStarted.Actingoffice.Test3","Overpaymenthandlingwheninvoiceisunpaid"
"","22697","Create journal Test","Surefire suite","Fri Sep 05 12:29:48 IST 2025","passed","Fri Sep 05 12:30:11 IST 2025","gettingStarted.Actingoffice.Test58","Surefire test","gettingStarted.Actingoffice.Test58","Create_Journal_Test"
"","32776","Navigate to Disposed assets in Assets module (Test212)","Surefire suite","Tue Sep 09 17:18:50 IST 2025","passed","Tue Sep 09 17:19:23 IST 2025","gettingStarted.Actingoffice.Test212","Surefire test","gettingStarted.Actingoffice.Test212","navigateToDisposedAssets"
"","29389","Marking the invoice as bad debts","Surefire suite","Thu Sep 04 15:24:49 IST 2025","passed","Thu Sep 04 15:25:19 IST 2025","gettingStarted.Actingoffice.Test24","Surefire test","gettingStarted.Actingoffice.Test24","Markingtheinvoiceasbaddebts"
"","40371","Generate Balance Sheet Report","Surefire suite","Tue Sep 09 10:50:06 IST 2025","passed","Tue Sep 09 10:50:46 IST 2025","gettingStarted.Actingoffice.Test140","Surefire test","gettingStarted.Actingoffice.Test140","BalanceSheetReport_Test"
"","30973","Download a Refund","Surefire suite","Tue Sep 09 12:11:01 IST 2025","passed","Tue Sep 09 12:11:32 IST 2025","gettingStarted.Actingoffice.Test163","Surefire test","gettingStarted.Actingoffice.Test163","downloadRefundTest"
"","24134","Deleting sales invoice","Surefire suite","Thu Sep 04 13:07:44 IST 2025","passed","Thu Sep 04 13:08:09 IST 2025","gettingStarted.Actingoffice.Test17","Surefire test","gettingStarted.Actingoffice.Test17","Deletingsalesinvoice"
"","29875","Create Purchase Invoice with custom due date","Surefire suite","Fri Sep 05 12:51:40 IST 2025","passed","Fri Sep 05 12:52:09 IST 2025","gettingStarted.Actingoffice.Test61","Surefire test","gettingStarted.Actingoffice.Test61","Purchase_CreateInvoice_Test"
"","100661","Expense Claims Pagination Validation Test","Surefire suite","Wed Sep 10 13:27:07 IST 2025","passed","Wed Sep 10 13:28:48 IST 2025","gettingStarted.Actingoffice.Test95","Surefire test","gettingStarted.Actingoffice.Test95","ExpenseClaims_PaginationValidation_Test"
"","51117","Edit settings date in Company settings","Surefire suite","Mon Sep 08 18:31:14 IST 2025","passed","Mon Sep 08 18:32:05 IST 2025","gettingStarted.Actingoffice.Test125","Surefire test","gettingStarted.Actingoffice.Test125","EditCompanySettingsDate_Test"
"","27423","Creating credit note for non debt invoice","Surefire suite","Thu Sep 04 16:12:06 IST 2025","passed","Thu Sep 04 16:12:33 IST 2025","gettingStarted.Actingoffice.Test30","Surefire test","gettingStarted.Actingoffice.Test30","Creating_credit_note_for_non_debt_invoice"
"","47748","Edit user's NINO Test 176","Surefire suite","Tue Sep 09 13:20:07 IST 2025","passed","Tue Sep 09 13:20:54 IST 2025","gettingStarted.Actingoffice.Test176","Surefire test","gettingStarted.Actingoffice.Test176","editUserNinoTest176"
"","51025","Filter Refunds by date range and refresh results","Surefire suite","Tue Sep 09 12:01:01 IST 2025","passed","Tue Sep 09 12:01:52 IST 2025","gettingStarted.Actingoffice.Test160","Surefire test","gettingStarted.Actingoffice.Test160","RefundsDateFilter_Test"
"","28393","Increasing price in credit note","Surefire suite","Thu Sep 04 12:05:50 IST 2025","passed","Thu Sep 04 12:06:18 IST 2025","gettingStarted.Actingoffice.Test13","Surefire test","gettingStarted.Actingoffice.Test13","Increasingpriceincreditnote"
"","26059","Creating credit note without payment","Surefire suite","Thu Sep 04 12:29:42 IST 2025","passed","Thu Sep 04 12:30:08 IST 2025","gettingStarted.Actingoffice.Test14","Surefire test","gettingStarted.Actingoffice.Test14","Creatingcreditnotewithoutpayment"
"","66893","Mileage Claim - Mileage number is mandatory","Surefire suite","Mon Sep 08 12:14:33 IST 2025","passed","Mon Sep 08 12:15:40 IST 2025","gettingStarted.Actingoffice.Test98","Surefire test","gettingStarted.Actingoffice.Test98","ExpenseClaims_MileageNumberMandatory_Test"
"","40272","Navigate to Mileage Claims page","Surefire suite","Mon Sep 08 13:20:20 IST 2025","passed","Mon Sep 08 13:21:01 IST 2025","gettingStarted.Actingoffice.Test110","Surefire test","gettingStarted.Actingoffice.Test110","MileageClaims_Navigation_Test"
"","41020","Open Aged Debtors report and apply filters (Test204)","Surefire suite","Tue Sep 09 16:27:35 IST 2025","passed","Tue Sep 09 16:28:16 IST 2025","gettingStarted.Actingoffice.Test204","Surefire test","gettingStarted.Actingoffice.Test204","filterAgedDebtorsReport"
"","20112","Help Section Redirection Test","Surefire suite","Thu Sep 04 18:44:28 IST 2025","passed","Thu Sep 04 18:44:48 IST 2025","gettingStarted.Actingoffice.Test39","Surefire test","gettingStarted.Actingoffice.Test39","Help_Section_Test"
"","86598","Doing transactions in the vat return period","Surefire suite","Wed Sep 10 11:54:23 IST 2025","passed","Wed Sep 10 11:55:50 IST 2025","gettingStarted.Actingoffice.Test142","Surefire test","gettingStarted.Actingoffice.Test142","Transactions_during_vat_return"
"","40527","Verifying delete option","Surefire suite","Wed Sep 10 12:00:00 IST 2025","passed","Wed Sep 10 12:00:41 IST 2025","gettingStarted.Actingoffice.Test143","Surefire test","gettingStarted.Actingoffice.Test143","Verifying_delete_option"
"","61277","Match Transaction with Contact, Invoice, and Other","Surefire suite","Mon Sep 08 19:22:01 IST 2025","passed","Mon Sep 08 19:23:02 IST 2025","gettingStarted.Actingoffice.Test131","Surefire test","gettingStarted.Actingoffice.Test131","TransactionMatching_Test"
"","38690","Rollback and delete depreciation entries in Assets module (Test210)","Surefire suite","Tue Sep 09 17:03:53 IST 2025","passed","Tue Sep 09 17:04:31 IST 2025","gettingStarted.Actingoffice.Test210","Surefire test","gettingStarted.Actingoffice.Test210","rollbackAndDeleteDepreciation"
"","44451","Add Fixed Asset in Assets module (Test188)","Surefire suite","Tue Sep 09 14:05:10 IST 2025","passed","Tue Sep 09 14:05:54 IST 2025","gettingStarted.Actingoffice.Test188","Surefire test","gettingStarted.Actingoffice.Test188","addFixedAssetTest188"
"","28582","Open Customer Balances report (Test206)","Surefire suite","Tue Sep 09 16:32:59 IST 2025","passed","Tue Sep 09 16:33:28 IST 2025","gettingStarted.Actingoffice.Test206","Surefire test","gettingStarted.Actingoffice.Test206","openCustomerBalancesReport"
"","54562","Add multiple Refunds for Testuser","Surefire suite","Tue Sep 09 12:20:23 IST 2025","passed","Tue Sep 09 12:21:18 IST 2025","gettingStarted.Actingoffice.Test165","Surefire test","gettingStarted.Actingoffice.Test165","addMultipleRefundsTest"
"","42109","Add Money In Transaction in Banking","Surefire suite","Mon Sep 08 16:09:34 IST 2025","passed","Mon Sep 08 16:10:16 IST 2025","gettingStarted.Actingoffice.Test113","Surefire test","gettingStarted.Actingoffice.Test113","AddMoneyIn_Test"
"","38781","Verifying the cancel option","Surefire suite","Thu Sep 04 18:07:57 IST 2025","passed","Thu Sep 04 18:08:36 IST 2025","gettingStarted.Actingoffice.Test35","Surefire test","gettingStarted.Actingoffice.Test35","Verifying_the_cancel_option"
"","27997","Lock or Reverse journal","Surefire suite","Fri Sep 05 18:02:18 IST 2025","passed","Fri Sep 05 18:02:46 IST 2025","gettingStarted.Actingoffice.Test81","Surefire test","gettingStarted.Actingoffice.Test81","Journal_ReverseLock_Test"
"","55334","Edit Fixed Asset details (Test198)","Surefire suite","Tue Sep 09 16:09:16 IST 2025","passed","Tue Sep 09 16:10:12 IST 2025","gettingStarted.Actingoffice.Test198","Surefire test","gettingStarted.Actingoffice.Test198","editFixedAssetDetails"
"","30153","Importing sales invoice with unmapped data","Surefire suite","Thu Sep 04 13:22:15 IST 2025","passed","Thu Sep 04 13:22:45 IST 2025","gettingStarted.Actingoffice.Test19","Surefire test","gettingStarted.Actingoffice.Test19","Importingsalesinvoicewithunmappeddata"
"","46556","Add Fixed Asset with reference number in Assets module (Test189)","Surefire suite","Tue Sep 09 14:08:24 IST 2025","passed","Tue Sep 09 14:09:11 IST 2025","gettingStarted.Actingoffice.Test189","Surefire test","gettingStarted.Actingoffice.Test189","addFixedAssetWithRefTest189"
"","24962","Create Purchase Invoice Test","Surefire suite","Fri Sep 05 11:53:48 IST 2025","passed","Fri Sep 05 11:54:13 IST 2025","gettingStarted.Actingoffice.Test51","Surefire test","gettingStarted.Actingoffice.Test51","Create_PurchaseInvoice_Test"
"","22123","Cloning invoice","Surefire suite","Thu Sep 04 15:45:18 IST 2025","passed","Thu Sep 04 15:45:40 IST 2025","gettingStarted.Actingoffice.Test27","Surefire test","gettingStarted.Actingoffice.Test27","Cloning_invoice"
"","30799","Open Banking Help Section","Surefire suite","Mon Sep 08 19:34:36 IST 2025","passed","Mon Sep 08 19:35:07 IST 2025","gettingStarted.Actingoffice.Test135","Surefire test","gettingStarted.Actingoffice.Test135","OpenHelp_Test"
"","20272","Logs generation Test","Surefire suite","Fri Sep 05 12:22:16 IST 2025","passed","Fri Sep 05 12:22:36 IST 2025","gettingStarted.Actingoffice.Test56","Surefire test","gettingStarted.Actingoffice.Test56","Logs_Generation_Test"
"","26251","Estimates Creation","Surefire suite","Thu Sep 04 11:02:21 IST 2025","passed","Thu Sep 04 11:02:47 IST 2025","gettingStarted.Actingoffice.Test7","Surefire test","gettingStarted.Actingoffice.Test7","CreateEstimates"
"","41222","Select account head for a transaction","Surefire suite","Mon Sep 08 18:58:33 IST 2025","passed","Mon Sep 08 18:59:14 IST 2025","gettingStarted.Actingoffice.Test129","Surefire test","gettingStarted.Actingoffice.Test129","SelectAccountHead_Test"
"","57254","Change General Ledger report settings (Test202)","Surefire suite","Tue Sep 09 16:22:13 IST 2025","passed","Tue Sep 09 16:23:10 IST 2025","gettingStarted.Actingoffice.Test202","Surefire test","gettingStarted.Actingoffice.Test202","changeGeneralLedgerSettings"
"","44517","Search Expense Claims Test","Surefire suite","Mon Sep 08 11:20:01 IST 2025","passed","Mon Sep 08 11:20:46 IST 2025","gettingStarted.Actingoffice.Test91","Surefire test","gettingStarted.Actingoffice.Test91","ExpenseClaims_Search_Test"
"","52694","Add a new User","Surefire suite","Tue Sep 09 12:25:13 IST 2025","passed","Tue Sep 09 12:26:05 IST 2025","gettingStarted.Actingoffice.Test166","Surefire test","gettingStarted.Actingoffice.Test166","addUserTest"
"","49177","Set date ranges for a user in Expense Claims","Surefire suite","Tue Sep 09 13:51:39 IST 2025","passed","Tue Sep 09 13:52:28 IST 2025","gettingStarted.Actingoffice.Test184","Surefire test","gettingStarted.Actingoffice.Test184","setExpenseClaimDateRangeTest184"
"","37533","Open transaction for an account","Surefire suite","Mon Sep 08 19:02:55 IST 2025","passed","Mon Sep 08 19:03:32 IST 2025","gettingStarted.Actingoffice.Test130","Surefire test","gettingStarted.Actingoffice.Test130","OpenTransaction_Test"
"","51202","Add Fixed Asset with Account selection, Description, Amount, and Rate (Test193)","Surefire suite","Tue Sep 09 15:42:32 IST 2025","passed","Tue Sep 09 15:43:23 IST 2025","gettingStarted.Actingoffice.Test193","Surefire test","gettingStarted.Actingoffice.Test193","addFixedAssetFullDetails"
"","40131","Create Reimbursement without selecting account under Expense Claims","Surefire suite","Tue Sep 09 11:17:14 IST 2025","passed","Tue Sep 09 11:17:54 IST 2025","gettingStarted.Actingoffice.Test149","Surefire test","gettingStarted.Actingoffice.Test149","ReimbursementWithoutAccount_Test"
